ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3639,A,Ship,3,5,$146,5,high,F,7,4538,TRUE
3640,B,Ship,5,2,$259,2,medium,M,1,4607,TRUE
3641,C,Ship,3,2,$159,3,medium,M,4,5577,FALSE
3642,F,Ship,5,1,$162,3,medium,M,5,4064,FALSE
3643,D,Ship,4,4,$205,4,low,F,6,5064,TRUE
3644,F,Ship,5,5,$155,3,medium,F,6,4109,FALSE
3645,A,Ship,4,5,$171,4,medium,F,4,4151,TRUE
3646,B,Ship,3,1,$244,3,medium,F,1,5695,FALSE
3647,C,Ship,5,5,$135,3,medium,M,2,5849,FALSE
3648,F,Ship,4,2,$147,3,low,F,5,5174,TRUE
3649,D,Ship,3,2,$245,2,low,F,4,4514,FALSE
3650,F,Ship,5,4,$266,6,low,F,5,5481,TRUE
3651,A,Ship,3,5,$165,3,low,M,3,5409,TRUE
3652,B,Ship,4,3,$226,3,medium,M,1,5433,FALSE
3653,C,Ship,5,4,$185,3,medium,F,1,4925,TRUE
3654,F,Ship,5,3,$267,3,low,M,9,5258,FALSE
3655,D,Ship,5,3,$169,3,low,F,9,4289,FALSE
3656,F,Ship,4,1,$191,3,high,F,6,5335,FALSE
3657,A,Ship,3,1,$187,3,medium,M,2,5154,FALSE
3658,B,Ship,3,2,$265,6,low,M,9,5936,TRUE
3659,C,Ship,3,2,$243,3,medium,F,8,4093,TRUE
3660,F,Ship,6,3,$166,3,low,F,2,5559,TRUE
3661,D,Ship,5,3,$249,2,medium,M,3,4440,TRUE
3662,F,Ship,4,1,$271,2,low,F,1,4866,TRUE
3663,A,Ship,4,3,$272,2,medium,F,5,4681,FALSE
3664,B,Ship,4,3,$226,2,low,F,8,4526,TRUE
3665,C,Ship,3,3,$250,5,medium,M,8,5762,FALSE
3666,F,Ship,2,5,$135,6,medium,F,9,5777,FALSE
3667,D,Ship,4,4,$274,3,high,F,3,4202,FALSE
3668,F,Ship,4,4,$184,3,medium,F,2,4124,FALSE
3669,A,Ship,2,1,$139,2,medium,F,2,4520,FALSE
3670,B,Ship,3,3,$198,2,low,M,8,4620,FALSE
3671,C,Ship,4,2,$168,2,medium,M,1,5154,TRUE
3672,F,Ship,4,4,$245,4,medium,M,4,5203,FALSE
3673,D,Road,4,1,$251,3,low,F,4,4374,FALSE
3674,F,Road,4,1,$153,2,medium,M,9,4359,TRUE
3675,A,Road,5,1,$142,4,medium,F,2,4735,FALSE
3676,B,Road,4,5,$148,3,low,M,5,4913,TRUE
3677,C,Road,4,2,$273,5,low,F,1,5012,TRUE
3678,F,Road,3,1,$180,6,low,M,5,4802,FALSE
3679,D,Road,3,3,$158,3,low,F,2,5205,FALSE
3680,F,Road,4,3,$240,2,medium,F,2,5588,TRUE
3681,A,Road,4,1,$174,3,low,M,7,4813,FALSE
3682,B,Road,4,2,$186,3,low,M,6,4524,TRUE
3683,C,Road,5,5,$174,3,high,F,9,5969,FALSE
3684,F,Road,4,1,$260,4,low,M,10,4072,FALSE
3685,D,Road,4,3,$258,2,low,F,2,4308,TRUE
3686,F,Road,4,2,$262,2,medium,M,3,4090,FALSE
3687,A,Road,4,2,$197,3,low,M,4,5800,TRUE
3688,B,Road,4,1,$238,3,low,M,4,5449,FALSE
3689,C,Road,3,3,$168,2,low,F,9,4608,TRUE
3690,F,Road,4,3,$266,3,low,M,9,5621,FALSE
3691,D,Road,4,4,$251,3,high,F,5,5460,TRUE
3692,F,Road,3,5,$272,2,low,M,3,5638,FALSE
3693,A,Road,5,3,$203,2,medium,M,4,4311,FALSE
3694,B,Road,5,5,$168,3,low,M,6,4096,TRUE
3695,C,Flight,3,1,$138,3,medium,F,7,5534,TRUE
3696,F,Flight,3,1,$129,3,medium,M,9,5296,FALSE
3697,D,Flight,4,4,$178,6,low,F,9,5279,FALSE
3698,F,Flight,5,1,$211,2,medium,M,1,5913,FALSE
3699,A,Flight,3,5,$169,3,high,F,5,5750,TRUE
3700,B,Flight,3,2,$267,3,low,M,8,5922,TRUE
3701,C,Flight,3,4,$183,3,low,F,1,5959,FALSE
3702,F,Flight,3,1,$194,2,low,M,8,4335,FALSE
3703,D,Flight,5,3,$151,2,low,M,8,4749,TRUE
3704,F,Flight,6,3,$225,4,low,M,5,4184,FALSE
3705,A,Flight,5,2,$184,4,low,M,6,4155,FALSE
3706,B,Flight,3,2,$269,2,medium,F,1,4978,TRUE
3707,C,Flight,3,2,$274,2,medium,M,5,5161,TRUE
3708,F,Flight,5,4,$142,2,high,M,7,5341,TRUE
3709,D,Flight,4,1,$140,4,low,M,6,5067,TRUE
3710,F,Flight,4,1,$219,5,medium,M,5,5253,TRUE
3711,A,Flight,2,3,$237,3,medium,M,2,5331,TRUE
3712,B,Flight,3,5,$140,5,low,M,7,4370,FALSE
3713,C,Flight,5,5,$105,5,low,F,10,5418,FALSE
3714,F,Flight,3,1,$192,2,low,M,6,4056,TRUE
3715,D,Flight,3,4,$154,3,low,F,2,4990,FALSE
3716,F,Flight,5,5,$165,2,low,M,3,4005,FALSE
3717,A,Ship,5,1,$197,4,low,F,2,5594,FALSE
3718,B,Ship,3,5,$274,3,low,F,3,5156,TRUE
3719,C,Ship,3,5,$193,3,high,F,10,5991,FALSE
3720,F,Ship,3,1,$252,4,high,M,4,4303,TRUE
3721,D,Ship,4,5,$224,2,low,M,6,4994,TRUE
3722,F,Ship,5,2,$230,4,low,F,4,4782,FALSE
3723,A,Ship,4,2,$174,3,medium,F,10,4318,TRUE
3724,B,Ship,3,2,$226,3,medium,M,3,4940,FALSE
3725,C,Ship,5,1,$245,3,medium,M,9,5690,TRUE
3726,F,Ship,5,1,$206,5,medium,M,2,5766,TRUE
3727,D,Ship,3,5,$241,3,low,M,2,4976,FALSE
3728,F,Ship,3,4,$148,4,high,F,1,4249,TRUE
3729,A,Ship,5,2,$181,3,low,M,7,5875,TRUE
3730,B,Ship,4,3,$146,3,low,F,8,5673,FALSE
3731,C,Ship,3,3,$115,6,high,F,6,5636,TRUE
3732,F,Ship,4,5,$201,3,low,F,10,4530,FALSE
3733,D,Ship,5,5,$273,4,low,M,1,5225,FALSE
3734,F,Ship,5,5,$228,5,low,F,6,4506,TRUE
3735,A,Ship,4,5,$185,3,low,F,2,4336,FALSE
3736,B,Ship,6,1,$170,3,low,F,10,4858,TRUE
3737,C,Ship,4,4,$156,2,low,M,7,5017,TRUE
3738,F,Ship,4,4,$159,3,medium,M,3,5545,TRUE
3739,D,Ship,5,4,$263,2,high,F,8,4914,TRUE
3740,F,Ship,3,5,$159,3,medium,F,1,4314,FALSE
3741,A,Ship,5,2,$241,3,low,F,10,4244,FALSE
3742,B,Ship,5,1,$167,3,medium,M,3,4267,FALSE
3743,C,Ship,4,5,$231,3,low,M,4,5089,FALSE
3744,F,Ship,4,2,$233,2,low,F,5,4817,TRUE
3745,D,Ship,6,4,$256,4,high,M,2,5021,TRUE
3746,F,Ship,3,1,$205,4,high,F,3,4426,TRUE
3747,A,Ship,2,2,$180,2,high,M,1,4407,TRUE
3748,B,Ship,2,3,$187,2,medium,F,10,5957,TRUE
3749,C,Ship,3,4,$250,2,medium,M,1,4922,FALSE
3750,F,Ship,4,4,$273,2,low,M,9,5151,TRUE
3751,D,Ship,3,5,$224,2,low,F,10,4445,TRUE
3752,F,Ship,3,2,$195,2,medium,M,8,4365,TRUE
3753,A,Ship,4,2,$148,2,low,M,9,4334,TRUE
3754,B,Ship,3,4,$181,2,medium,F,4,4629,TRUE
3755,C,Ship,5,1,$111,4,high,F,2,5978,FALSE
3756,F,Ship,3,2,$181,3,medium,F,9,4163,TRUE
3757,D,Ship,3,2,$108,4,low,F,5,4787,TRUE
3758,F,Ship,4,5,$188,5,low,F,1,5999,FALSE
3759,A,Ship,6,3,$231,4,low,F,7,4553,FALSE
3760,B,Ship,2,3,$230,3,low,F,4,5127,TRUE
3761,C,Ship,4,3,$197,2,low,M,7,5449,TRUE
3762,F,Ship,3,1,$252,3,high,F,6,5101,TRUE
3763,D,Ship,6,4,$237,5,medium,F,2,5437,FALSE
3764,F,Ship,4,4,$182,3,medium,F,8,5453,FALSE
3765,A,Ship,5,4,$241,3,high,M,6,4157,TRUE
3766,B,Ship,4,4,$247,2,medium,F,6,5833,FALSE
3767,C,Ship,5,2,$156,4,low,M,8,5014,TRUE
3768,F,Ship,5,4,$189,3,low,M,7,4741,FALSE
3769,D,Ship,4,1,$240,4,low,M,9,4471,FALSE
3770,F,Ship,3,1,$196,3,medium,M,8,4516,TRUE
3771,A,Ship,3,5,$157,3,low,M,7,5100,TRUE
3772,B,Ship,2,2,$203,4,medium,M,10,5764,TRUE
3773,C,Ship,3,5,$156,8,medium,F,9,4733,FALSE
3774,F,Ship,3,3,$172,6,medium,F,5,5366,FALSE
3775,D,Ship,4,2,$204,2,low,F,1,4533,TRUE
3776,F,Ship,4,2,$283,7,high,F,9,5252,FALSE
3777,A,Ship,4,4,$257,10,medium,M,4,4710,TRUE
3778,B,Ship,2,4,$147,2,medium,M,3,5136,FALSE
3779,C,Ship,4,2,$229,3,low,F,6,5691,FALSE
3780,F,Ship,2,1,$111,2,low,F,1,4296,FALSE
3781,D,Ship,3,3,$231,2,high,F,8,5021,TRUE
3782,F,Ship,4,1,$197,3,low,F,6,5032,TRUE
3783,A,Ship,4,1,$157,2,medium,F,5,5647,TRUE
3784,B,Ship,3,3,$201,10,high,M,10,5281,TRUE
3785,C,Ship,4,3,$247,10,high,M,10,5644,TRUE
3786,F,Ship,5,5,$184,3,low,F,5,5045,TRUE
3787,D,Ship,3,2,$144,10,high,F,3,5000,TRUE
3788,F,Ship,3,4,$245,4,low,M,9,4139,TRUE
3789,A,Ship,3,3,$163,3,low,M,5,5638,TRUE
3790,B,Ship,3,1,$154,10,medium,F,3,4524,TRUE
3791,C,Ship,4,2,$245,2,low,M,8,5871,FALSE
3792,F,Ship,3,3,$268,10,medium,M,2,5626,FALSE
3793,D,Ship,4,1,$180,3,low,F,1,5677,TRUE
3794,F,Ship,2,2,$230,3,low,F,7,4889,TRUE
3795,A,Ship,4,1,$197,2,low,F,2,5685,TRUE
3796,B,Ship,3,5,$252,3,high,F,4,4248,TRUE
3797,C,Ship,6,4,$237,5,medium,F,10,5434,TRUE
3798,F,Ship,4,2,$182,3,medium,M,7,4710,FALSE
3799,D,Ship,5,1,$241,3,high,M,8,5306,FALSE
3800,F,Ship,4,3,$247,2,medium,F,3,4862,FALSE
3801,A,Ship,5,4,$156,4,low,M,1,5533,FALSE
3802,B,Ship,5,2,$189,3,low,F,1,5965,TRUE
3803,C,Ship,4,1,$240,4,low,F,7,5905,FALSE
3804,F,Ship,3,4,$196,3,medium,M,8,5204,TRUE
3805,D,Ship,3,3,$157,3,low,M,9,5807,FALSE
3806,F,Ship,2,1,$203,4,medium,F,4,4145,TRUE
3807,A,Ship,3,2,$156,8,medium,M,6,5637,FALSE
3808,B,Ship,3,4,$172,6,medium,F,1,4618,TRUE
3809,C,Ship,4,1,$204,2,low,M,7,5795,TRUE
3810,F,Road,4,3,$283,7,high,F,1,4216,FALSE
3811,D,Road,4,3,$257,10,medium,F,3,5881,FALSE
3812,F,Road,2,5,$147,2,medium,F,8,5499,TRUE
3813,A,Road,4,3,$229,3,low,M,5,5225,FALSE
3814,B,Road,2,5,$111,2,low,M,4,4473,FALSE
3815,C,Road,3,4,$231,2,high,F,6,4452,TRUE
3816,F,Road,4,2,$197,3,low,M,2,4113,FALSE
3817,D,Road,4,4,$157,2,medium,M,8,5398,TRUE
3818,F,Road,3,4,$201,10,high,F,7,4699,TRUE
3819,A,Road,4,3,$247,10,high,M,10,5882,TRUE
3820,B,Road,5,5,$184,3,low,F,2,5800,TRUE
3821,C,Road,3,4,$144,10,high,M,8,4440,TRUE
3822,F,Road,3,4,$245,4,low,M,4,5186,FALSE
3823,D,Road,3,5,$163,3,low,M,5,4570,TRUE
3824,F,Road,3,3,$154,10,medium,F,1,5235,FALSE
3825,A,Road,4,2,$245,2,low,M,1,5978,TRUE
3826,B,Road,3,2,$268,10,medium,M,9,4483,TRUE
3827,C,Road,4,3,$180,3,low,M,7,5718,TRUE
3828,F,Road,3,3,$182,4,low,M,10,1690,FALSE
3829,D,Road,4,2,$164,2,low,F,7,1116,TRUE
3830,F,Road,6,4,$136,3,low,M,2,1187,TRUE
3831,A,Road,6,2,$290,5,medium,M,8,1512,FALSE
3832,B,Flight,6,1,$134,3,medium,M,10,1278,FALSE
3833,C,Flight,4,1,$215,3,low,F,2,5563,FALSE
3834,F,Flight,4,4,$213,4,low,M,2,5857,FALSE
3835,D,Flight,5,2,$132,3,medium,F,4,4475,FALSE
3836,F,Flight,3,5,$220,4,low,M,2,4313,TRUE
3837,A,Flight,3,4,$215,2,low,F,8,5683,TRUE
3838,B,Flight,6,5,$212,2,low,F,5,4804,FALSE
3839,C,Flight,4,1,$190,4,medium,F,5,5570,FALSE
3840,F,Flight,5,2,$171,3,low,M,3,4749,FALSE
3841,D,Flight,4,2,$153,2,medium,F,4,4069,FALSE
3842,F,Flight,3,1,$164,3,medium,M,2,5488,TRUE
3843,A,Flight,5,4,$172,2,low,M,5,4554,FALSE
3844,B,Flight,3,1,$199,6,medium,F,7,4805,TRUE
3845,C,Flight,3,2,$163,3,medium,M,6,4323,TRUE
3846,F,Flight,5,2,$263,3,low,M,9,4699,FALSE
3847,D,Flight,3,4,$156,3,medium,M,7,4636,TRUE
3848,F,Flight,4,3,$206,4,low,M,1,4596,FALSE
3849,A,Flight,3,4,$224,2,low,M,8,4162,TRUE
3850,B,Flight,3,3,$221,2,medium,F,5,4205,FALSE
3851,C,Flight,4,3,$221,4,low,F,1,4865,TRUE
3852,F,Flight,2,3,$263,3,medium,F,10,4779,TRUE
3853,D,Flight,6,4,$148,4,low,F,10,5088,TRUE
3854,F,Ship,3,3,$232,3,low,F,9,5016,FALSE
3855,A,Ship,3,1,$139,3,medium,F,3,5847,FALSE
3856,B,Ship,3,3,$185,4,low,F,6,4015,TRUE
3857,C,Ship,3,2,$183,3,medium,M,9,4282,TRUE
3858,F,Ship,5,1,$245,2,medium,F,2,4882,FALSE
3859,D,Ship,3,3,$159,4,medium,M,9,4214,TRUE
3860,F,Ship,5,2,$249,3,medium,M,6,5212,TRUE
3861,A,Ship,4,5,$233,2,medium,M,10,5865,FALSE
3862,B,Ship,4,5,$226,2,high,M,2,5881,FALSE
3863,C,Ship,5,1,$152,3,medium,F,6,4735,TRUE
3864,F,Ship,2,4,$143,6,medium,F,1,5514,TRUE
3865,D,Ship,6,2,$218,6,medium,M,1,4558,FALSE
3866,F,Ship,3,4,$209,3,medium,M,2,4976,TRUE
3867,A,Ship,2,2,$157,2,medium,M,9,5875,TRUE
3868,B,Ship,4,3,$218,2,medium,M,6,4414,FALSE
3869,C,Ship,4,3,$235,3,high,F,10,4172,TRUE
3870,F,Ship,5,5,$253,2,medium,F,2,4364,TRUE
3871,D,Ship,3,2,$211,3,high,M,7,4145,FALSE
3872,F,Ship,4,2,$265,4,medium,M,3,4283,FALSE
3873,A,Ship,4,2,$201,3,medium,M,7,5967,FALSE
3874,B,Ship,4,5,$216,3,medium,M,1,5167,FALSE
3875,C,Ship,2,5,$176,3,low,F,4,5463,TRUE
3876,F,Ship,4,5,$155,3,medium,M,8,4924,TRUE
3877,D,Ship,4,4,$266,2,low,F,2,4290,TRUE
3878,F,Ship,4,3,$250,6,medium,M,7,5115,FALSE
3879,A,Ship,5,2,$205,4,low,M,6,5486,TRUE
3880,B,Ship,5,2,$175,3,low,M,1,4019,TRUE
3881,C,Ship,3,2,$260,4,high,F,3,4423,TRUE
3882,F,Ship,3,2,$157,3,high,F,1,5398,TRUE
3883,D,Ship,5,3,$282,3,medium,M,5,4644,FALSE
3884,F,Ship,3,4,$238,3,medium,F,8,5337,FALSE
3885,A,Ship,3,4,$187,2,medium,M,4,5139,FALSE
3886,B,Ship,3,3,$104,5,low,F,5,4643,TRUE
3887,C,Ship,5,4,$230,3,low,M,1,4727,TRUE
3888,F,Ship,4,3,$174,2,low,M,10,5554,TRUE
3889,D,Ship,5,3,$237,2,medium,M,3,5113,TRUE
3890,F,Ship,3,1,$202,2,medium,F,7,4506,FALSE
3891,A,Ship,3,1,$204,3,medium,M,4,5900,FALSE
3892,B,Ship,3,4,$243,2,high,M,7,4024,TRUE
3893,C,Ship,4,1,$165,2,medium,F,5,5014,FALSE
3894,F,Ship,2,4,$169,4,low,F,3,4968,FALSE
3895,D,Ship,2,3,$197,3,low,F,7,4632,TRUE
3896,F,Ship,5,5,$263,2,medium,M,8,4350,TRUE
3897,A,Ship,4,1,$247,2,low,M,3,4113,TRUE
3898,B,Ship,4,4,$207,3,low,M,9,4314,TRUE
3899,C,Ship,4,4,$155,2,medium,F,9,4932,FALSE
3900,F,Ship,4,5,$174,2,low,M,10,5764,TRUE
3901,D,Ship,3,2,$220,3,medium,M,8,4148,TRUE
3902,F,Ship,5,5,$192,3,medium,M,5,4942,FALSE
3903,A,Ship,5,3,$231,3,medium,F,2,4735,TRUE
3904,B,Ship,4,1,$237,3,low,F,10,5381,TRUE
3905,C,Ship,4,1,$187,3,medium,M,8,5872,TRUE
3906,F,Ship,5,4,$141,4,high,F,5,5444,FALSE
3907,D,Ship,4,4,$272,5,low,F,3,5243,TRUE
3908,F,Ship,3,1,$229,3,low,M,5,4971,FALSE
3909,A,Ship,4,2,$173,2,medium,M,9,4307,TRUE
3910,B,Ship,2,1,$271,2,low,M,7,5875,TRUE
3911,C,Ship,4,5,$246,3,medium,F,7,4956,TRUE
3912,F,Ship,4,3,$104,4,medium,M,3,4548,TRUE
3913,D,Ship,4,4,$121,5,low,F,8,4233,FALSE
3914,F,Ship,3,3,$212,3,medium,F,10,5935,TRUE
3915,A,Ship,3,1,$139,5,medium,F,5,4572,TRUE
3916,B,Ship,3,4,$250,3,low,M,10,5688,TRUE
3917,C,Ship,4,4,$272,2,low,M,10,4826,FALSE
3918,F,Ship,6,1,$160,5,medium,M,8,5982,TRUE
3919,D,Ship,5,1,$170,4,low,F,4,4855,FALSE
3920,F,Ship,4,1,$260,2,low,F,1,5001,FALSE
3921,A,Ship,2,1,$168,3,low,F,7,4008,TRUE
3922,B,Ship,4,2,$261,2,medium,M,7,5764,TRUE
3923,C,Ship,5,4,$117,3,medium,F,4,5332,TRUE
3924,F,Ship,4,2,$151,4,medium,F,5,5469,TRUE
3925,D,Ship,5,1,$181,2,medium,F,4,5578,FALSE
3926,F,Ship,6,1,$251,4,low,M,2,5656,TRUE
3927,A,Ship,2,3,$178,3,medium,F,8,4451,FALSE
3928,B,Ship,3,1,$227,3,low,M,10,4305,FALSE
3929,C,Ship,4,3,$206,4,medium,M,1,4812,FALSE
3930,F,Ship,4,4,$181,4,low,M,4,5767,TRUE
3931,D,Ship,4,5,$117,5,medium,F,1,4378,TRUE
3932,F,Ship,2,4,$187,6,medium,F,9,4388,TRUE
3933,A,Ship,5,3,$219,4,medium,M,5,4096,TRUE
3934,B,Ship,6,3,$280,3,low,M,7,4620,FALSE
3935,C,Ship,6,5,$178,3,low,F,5,4096,TRUE
3936,F,Ship,3,1,$139,2,medium,M,3,4226,TRUE
3937,D,Ship,3,5,$137,2,low,F,6,5709,FALSE
3938,F,Ship,5,3,$248,2,low,F,6,5863,FALSE
3939,A,Ship,3,5,$259,3,low,F,10,5978,TRUE
3940,B,Ship,4,5,$139,3,medium,M,5,5126,TRUE
3941,C,Ship,3,5,$267,2,medium,M,4,4703,TRUE
3942,F,Ship,3,5,$271,4,medium,M,1,5852,FALSE
3943,D,Ship,5,1,$181,4,medium,F,4,5505,TRUE
3944,F,Ship,4,5,$222,2,medium,M,2,4425,TRUE
3945,A,Ship,3,5,$159,2,medium,M,6,5804,TRUE
3946,B,Ship,3,4,$238,2,medium,M,3,4930,TRUE
3947,C,Road,5,3,$256,6,medium,F,5,5614,FALSE
3948,F,Road,4,2,$202,3,low,M,9,4955,TRUE
3949,D,Road,4,1,$258,3,medium,M,2,4188,TRUE
3950,F,Road,4,5,$174,3,medium,F,8,5576,TRUE
3951,A,Road,4,3,$270,2,low,M,7,5814,TRUE
3952,B,Road,4,1,$215,3,low,M,9,4551,TRUE
3953,C,Road,3,1,$254,4,medium,M,9,4571,TRUE
3954,F,Road,6,4,$253,2,low,F,9,5972,TRUE
3955,D,Road,3,2,$269,4,medium,M,1,5797,TRUE
3956,F,Road,4,1,$224,5,low,F,7,5738,TRUE
3957,A,Road,3,1,$157,3,medium,M,1,4391,TRUE
3958,B,Road,3,3,$250,3,low,F,5,4625,TRUE
3959,C,Road,6,1,$132,4,medium,M,5,5235,FALSE
3960,F,Road,5,2,$256,3,medium,M,6,5604,FALSE
3961,D,Road,4,2,$237,3,low,M,1,5114,TRUE
3962,F,Road,5,1,$199,2,medium,M,7,4660,FALSE
3963,A,Road,3,4,$186,3,medium,M,7,4536,TRUE
3964,B,Road,4,5,$213,3,medium,F,7,4114,TRUE
3965,C,Road,3,1,$260,2,medium,F,6,4332,TRUE
3966,F,Road,6,1,$247,3,low,M,1,4637,FALSE
3967,D,Road,4,3,$178,2,medium,F,9,4322,FALSE
3968,F,Road,3,1,$135,2,low,M,7,5682,TRUE
3969,A,Flight,3,3,$234,3,medium,F,3,4187,FALSE
3970,B,Flight,4,5,$214,3,high,F,1,4004,TRUE
3971,C,Flight,4,1,$174,3,low,F,8,5549,TRUE
3972,F,Flight,5,5,$262,2,medium,M,8,4283,TRUE
3973,D,Flight,4,1,$180,3,high,F,5,4346,TRUE
3974,F,Flight,5,2,$165,2,medium,F,6,4819,FALSE
3975,A,Flight,4,1,$150,3,low,F,10,4470,TRUE
3976,B,Flight,5,4,$227,2,low,F,9,5706,FALSE
3977,C,Flight,5,1,$220,3,medium,M,8,5727,FALSE
3978,F,Flight,5,5,$255,2,medium,M,1,4604,FALSE
3979,D,Flight,3,2,$202,2,medium,M,5,5135,FALSE
3980,F,Flight,4,4,$261,3,medium,M,2,4140,TRUE
3981,A,Flight,5,3,$244,2,low,M,5,4713,TRUE
3982,B,Flight,4,2,$173,3,medium,F,1,5128,TRUE
3983,C,Flight,3,2,$224,3,medium,M,1,5343,FALSE
3984,F,Flight,4,4,$263,2,medium,M,2,5797,FALSE
3985,D,Flight,5,1,$160,5,low,F,1,4672,TRUE
3986,F,Flight,6,2,$106,5,low,M,9,4038,FALSE
3987,A,Flight,3,2,$227,2,medium,M,9,4659,TRUE
3988,B,Flight,3,5,$257,2,low,M,2,5251,FALSE
3989,C,Flight,3,1,$155,3,medium,F,6,5113,FALSE
3990,F,Flight,3,4,$212,3,low,F,8,5214,TRUE
3991,D,Ship,6,3,$205,3,low,M,10,4996,TRUE
3992,F,Ship,3,4,$211,3,low,F,6,5890,TRUE
3993,A,Ship,5,4,$178,5,low,F,9,4729,FALSE
3994,B,Ship,3,3,$221,3,high,M,5,4568,FALSE
3995,C,Ship,3,3,$253,4,low,F,9,4682,FALSE
3996,F,Ship,3,1,$185,2,medium,M,8,5430,FALSE
3997,D,Ship,3,3,$160,2,high,M,6,5667,TRUE
3998,F,Ship,3,4,$173,2,low,M,5,4402,TRUE
3999,A,Ship,3,3,$256,3,medium,M,8,4070,TRUE
4000,B,Ship,3,4,$134,3,high,F,6,5680,TRUE
4001,C,Ship,4,5,$160,6,low,F,4,4684,FALSE
4002,F,Ship,2,3,$205,3,low,M,1,5137,TRUE
4003,D,Ship,4,1,$202,3,low,M,4,4029,TRUE
4004,F,Ship,2,2,$158,3,medium,F,2,4153,TRUE
4005,A,Ship,4,3,$233,3,medium,M,4,5259,TRUE
4006,B,Ship,3,3,$163,2,high,F,10,5364,FALSE
4007,C,Ship,4,4,$202,4,medium,M,4,4053,TRUE
4008,F,Ship,5,2,$229,3,low,M,1,5189,FALSE
4009,D,Ship,5,4,$120,4,high,M,1,4183,TRUE
4010,F,Ship,5,1,$185,2,medium,F,10,5973,FALSE
4011,A,Ship,2,5,$154,3,medium,F,1,4377,TRUE
4012,B,Ship,2,4,$238,3,medium,M,4,5782,FALSE
4013,C,Ship,4,2,$179,3,low,M,3,5284,TRUE
4014,F,Ship,4,5,$237,2,medium,F,10,4963,TRUE
4015,D,Ship,4,1,$234,3,low,F,8,4996,TRUE
4016,F,Ship,2,5,$116,3,low,F,1,4091,FALSE
4017,A,Ship,4,5,$157,4,low,F,8,4344,FALSE
4018,B,Ship,4,2,$151,3,medium,M,8,4390,FALSE
4019,C,Ship,3,5,$160,3,medium,F,1,5062,TRUE
4020,F,Ship,3,5,$226,3,low,M,8,5203,FALSE
4021,D,Ship,2,5,$254,3,low,M,6,5684,TRUE
4022,F,Ship,3,5,$194,3,low,M,8,5726,FALSE
4023,A,Ship,5,5,$194,4,medium,F,4,4003,TRUE
4024,B,Ship,3,4,$175,3,low,M,6,5503,TRUE
4025,C,Ship,4,1,$228,2,medium,F,9,4091,TRUE
4026,F,Ship,3,3,$240,3,low,F,4,5056,FALSE
4027,D,Ship,2,1,$166,3,medium,F,8,4255,FALSE
4028,F,Ship,4,5,$249,2,medium,F,10,4562,TRUE
4029,A,Ship,4,1,$261,3,medium,M,7,4314,FALSE
4030,B,Ship,4,1,$209,2,low,F,10,5066,TRUE
4031,C,Ship,3,2,$154,2,medium,M,4,5864,TRUE
4032,F,Ship,6,5,$98,3,low,F,8,5946,TRUE
4033,D,Ship,3,5,$193,3,medium,M,2,4784,TRUE
4034,F,Ship,3,5,$169,3,low,F,6,5397,TRUE
4035,A,Ship,5,4,$227,2,medium,M,3,5904,TRUE
4036,B,Ship,3,3,$150,2,medium,M,6,4170,FALSE
4037,C,Ship,5,4,$260,6,medium,M,8,5440,FALSE
4038,F,Ship,5,5,$243,6,medium,F,9,4587,TRUE
4039,D,Ship,2,4,$271,8,medium,F,10,4183,TRUE
4040,F,Ship,4,3,$129,6,medium,F,5,5626,TRUE
4041,A,Ship,3,2,$228,3,medium,F,4,4208,TRUE
4042,B,Ship,5,5,$243,2,low,M,9,4669,FALSE
4043,C,Ship,2,3,$187,3,medium,F,6,5547,TRUE
4044,F,Ship,3,3,$185,3,medium,F,10,4387,TRUE
4045,D,Ship,2,1,$228,3,high,F,1,5500,FALSE
4046,F,Ship,5,1,$248,8,low,F,2,4023,FALSE
4047,A,Ship,4,5,$233,4,low,F,6,4652,TRUE
4048,B,Ship,4,3,$151,3,medium,F,8,4025,FALSE
4049,C,Ship,5,2,$160,3,high,M,3,4599,TRUE
4050,F,Ship,3,5,$265,3,medium,M,4,4268,FALSE
4051,D,Ship,3,3,$229,7,high,F,4,5075,FALSE
4052,F,Ship,6,3,$144,7,high,F,8,5646,FALSE
4053,A,Ship,3,5,$172,10,high,F,1,4929,FALSE
4054,B,Ship,3,5,$273,10,medium,F,5,4608,TRUE
4055,C,Ship,3,3,$182,4,low,M,7,1869,FALSE
4056,F,Ship,4,3,$164,2,low,F,3,1376,TRUE
4057,D,Ship,3,1,$240,3,low,F,4,5484,FALSE
4058,F,Ship,2,1,$166,3,medium,M,6,4280,TRUE
4059,A,Ship,4,2,$249,2,medium,F,7,5876,FALSE
4060,B,Ship,4,3,$261,3,medium,M,1,4590,TRUE
4061,C,Ship,4,5,$209,2,low,F,8,4047,TRUE
4062,F,Ship,3,5,$154,2,medium,M,6,4744,TRUE
4063,D,Ship,6,3,$98,3,low,F,8,4651,FALSE
4064,F,Ship,3,5,$193,3,medium,F,9,4982,TRUE
4065,A,Ship,3,1,$169,3,low,F,6,4081,FALSE
4066,B,Ship,5,4,$227,2,medium,M,10,4734,TRUE
4067,C,Ship,3,5,$150,2,medium,M,10,5944,TRUE
4068,F,Ship,5,3,$260,6,medium,F,10,4986,TRUE
